analysis_id,original_evidence_id,evidence_origin,option_code,option_name,source,domain,url,title,observed_evidence,source_pattern,relation_basis,evidence_strength_1_5,smyc_minimalism_fit_1_10,cognitive_clarity_1_10,motion_risk_1_10,recommendation_role,classification_note
61,608,679-row verified ledger reclassification,B,완전 숨김 후 전환 시 등장,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/31/arnaud-roccas-portfolio-from-a-gsap-powered-motion-system-to-fluid-webgl/,Arnaud Rocca’s Portfolio: From a GSAP-Powered Motion System to Fluid WebGL,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, motion, transition, interaction, portfolio",공유 원근·깊이 | 모션·전환 | 미니멀·편집,"transition, 전환, motion, 모션, interaction",5,8,6,7,comparative evidence,채택
62,511,679-row verified ledger reclassification,B,완전 숨김 후 전환 시 등장,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/08/how-to-animate-webgl-shaders-with-gsap-ripples-reveals-and-dynamic-blur-effects/,"How to Animate WebGL Shaders with GSAP: Ripples, Reveals, and Dynamic Blur Effects","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, reveal, gsap",공유 원근·깊이 | 레이어·마스크 | 모션·전환,"reveal, 전환, 모션, 마스크",5,7,6,7,comparative evidence,채택
63,57,679-row verified ledger reclassification,B,완전 숨김 후 전환 시 등장,Awwwards,awwwards.com,https://www.awwwards.com/sites/radian,Radian - Awwwards SOTD,"Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: scroll, interaction",모션·전환,"전환, 모션, interaction",5,7,6,6,comparative evidence,채택
64,63,679-row verified ledger reclassification,B,완전 숨김 후 전환 시 등장,Awwwards,awwwards.com,https://www.awwwards.com/sites/trionn-2,TRIONN - Awwwards SOTD,"Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: three.js, motion, gsap",공유 원근·깊이 | 모션·전환,"전환, motion, 모션",5,7,6,6,comparative evidence,채택
65,240,679-row verified ledger reclassification,B,완전 숨김 후 전환 시 등장,onepagelove.com,onepagelove.com,https://onepagelove.com/invoicemon,invoicemon — One Page Website Award,"메타: Brilliant scroll-to-demo interactive experience in this One Pager for invoicemon, a free browser-based invoice generator. ps. Mighil was kind enough to give OPL readers a 50% disco / 관찰 소제목: invoicemon | Similar One Page Websites | Framer - Build better sites, faster | Billow",모션·상호작용,"전환, 모션",3,7,6,6,comparative evidence,검토
66,245,679-row verified ledger reclassification,B,완전 숨김 후 전환 시 등장,onepagelove.com,onepagelove.com,https://onepagelove.com/ma,鳥獣戯間 — One Page Website Award,"메타: Experimental, case-study One Pager on “Ma” (間) — the Japanese concept of negative space. The Site Page site explores how a story can unfold in emptiness, using Chōjū-giga (the 12th / 관찰 소제목: 鳥獣戯間 | Similar One Page Websites | Framer - Build better sites, faster | History of Software Design",모션·상호작용,"전환, 모션",3,8,6,6,comparative evidence,검토
67,250,679-row verified ledger reclassification,B,완전 숨김 후 전환 시 등장,onepagelove.com,onepagelove.com,https://onepagelove.com/materials,Materials¹ — One Page Website Award,"메타: Gorgeous morph of the hero object as you scroll this One Pager promoting the Materials¹ abstract design pack. / 관찰 소제목: Materials¹ | Similar One Page Websites | Framer - Build better sites, faster | Housemait",모션·상호작용,"전환, 모션",3,7,6,6,comparative evidence,검토
68,258,679-row verified ledger reclassification,B,완전 숨김 후 전환 시 등장,onepagelove.com,onepagelove.com,https://onepagelove.com/pattern-breaking,Pattern Breaking — One Page Website Award,"메타: Storytelling One Pager for Pattern Breaking – an experimental project exposing manipulative tactics used by fast fashion websites to pressure customers into unnecessary purchases.  / 관찰 소제목: Pattern Breaking | Similar One Page Websites | Framer - Build better sites, faster | Shopify Editions – Spring 2026",모션·상호작용,"전환, 모션",3,7,6,6,comparative evidence,검토
69,309,679-row verified ledger reclassification,B,완전 숨김 후 전환 시 등장,Codrops,tympanus.net,https://tympanus.net/codrops/2019/01/24/layer-motion-slideshow/,Layer Motion Slideshow,A CSS Grid-based slideshow template with a layer motion effect on the main image and title.,마스크·레이어 / 캐러셀 / 모션,"slide, motion, 모션, 마스크",5,7,6,6,comparative evidence,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
70,574,679-row verified ledger reclassification,B,완전 숨김 후 전환 시 등장,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/04/making-motion-behave-inside-vladyslav-penevs-production-ready-interaction-systems/,Making Motion Behave: Inside Vladyslav Penev’s Production-Ready Interaction Systems,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, motion, interaction",공유 원근·깊이 | 모션·전환,"전환, motion, 모션, interaction",5,7,6,7,comparative evidence,채택
71,9,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Awwwards,awwwards.com,https://www.awwwards.com/sites/bla-station,Blå Station - Awwwards Honorable Mention,"Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: editorial, performance",미니멀·편집 | 성능·접근성,"미니멀, editorial, 여백, 접근성",5,10,10,1,fallback support,보조 채택
72,216,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,onepagelove.com,onepagelove.com,https://onepagelove.com/allagi,Allagi — One Page Website Award,"메타: Beautifully minimal catalog browsing experience in this One Pager for artist Allagi. / 관찰 소제목: Allagi | Similar One Page Websites | Framer - Build better sites, faster | The Deep End",미니멀·에디토리얼 위계,"minimal, 미니멀, 에디토리얼, 여백",5,10,10,1,fallback support,검토
73,220,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,onepagelove.com,onepagelove.com,https://onepagelove.com/atishay-tuli,Atishay Tuli — One Page Website Award,"메타: What a joyful experience having a minimal/creative mode switcher in this One Pager (built with Framer) for Atishay Tuli. Fun! / 관찰 소제목: Atishay Tuli | Similar One Page Websites | Framer - Build better sites, faster | SimpleSketche",미니멀·에디토리얼 위계,"minimal, 미니멀, 에디토리얼, 여백",5,10,10,1,fallback support,검토
74,233,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,onepagelove.com,onepagelove.com,https://onepagelove.com/george-wood,George Wood — One Page Website Award,"메타: Minimal One Pager for George Wood – an interface and product designer based in Nottingham. You can customise the entire site using the settings panel and George even added a little / 관찰 소제목: George Wood | Similar One Page Websites | Framer - Build better sites, faster | SimpleSketche",미니멀·에디토리얼 위계,"minimal, 미니멀, 에디토리얼, 여백",5,10,10,1,fallback support,검토
75,244,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,onepagelove.com,onepagelove.com,https://onepagelove.com/lovably,Lovably — One Page Website Award,"메타: Wonderful minimal direction in this One Pager (built with Webflow) for Lovably, a New York brand strategy and design studio celebrating 12 years in business. / 관찰 소제목: Lovably | Similar One Page Websites | Framer - Build better sites, faster | Mainline Next.js Next.js Template built with Tailwind CSS",미니멀·에디토리얼 위계,"minimal, 미니멀, 에디토리얼, 여백",5,10,10,1,fallback support,검토
76,61,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Awwwards,awwwards.com,https://www.awwwards.com/sites/sstr-friction-reduction,SSTR - Friction Reduction - Awwwards Honorable Mention,"Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 3d, motion, minimal, editorial, grid",공유 원근·깊이 | 모션·전환 | 미니멀·편집,"minimal, 미니멀, editorial",5,10,10,2,fallback support,채택
77,605,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/27/pell-mell-crafting-a-visual-exploration-platform-with-editorial-rhythm/,Pell Mell: Crafting a Visual Exploration Platform with Editorial Rhythm,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, scroll, interaction, editorial, performance",공유 원근·깊이 | 모션·전환 | 미니멀·편집 | 성능·접근성,"미니멀, editorial, 접근성",5,10,10,2,fallback support,채택
78,30,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Awwwards,awwwards.com,https://www.awwwards.com/sites/house-of-honey-1,House of Honey - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: editorial,미니멀·편집,"미니멀, editorial, 여백",5,10,10,1,fallback support,보조 채택
79,6,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Awwwards,awwwards.com,https://www.awwwards.com/sites/apini-studio,àpini studio - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: clean,미니멀·편집,"미니멀, 여백, clean",5,10,10,1,fallback support,보조 채택
80,116,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-470/,Weekly Designers Update #470 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #470 | Hello Designers, | Web design inspiration | Federico Pian / Portfolio 2024",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
81,154,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-508/,Weekly Designers Update #508 | Muzli Blog,"메타: A weekly roundup of standout web design, bold experiments, fresh tools, and what the design world is buzzing about right now. / 관찰 소제목: Weekly Designers Update #508 | 🔥 Must-See Design Pick | Montfort — Corporate Showcase | Karim Saab — Portfolio",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
82,156,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-510/,Weekly Designers Update #510 | Muzli Blog,"메타: Weekly inspiration packed with bold portfolios, smart tools, creative trends – and plenty more to explore. / 관찰 소제목: Weekly Designers Update #510 | 🔥 Must-See Design Picks | Teh Tarik Nation — 80 Years of Tradition in Every Sip | Studio Herrström — Creative Studio",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
83,157,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-511/,Weekly Designers Update #511 | Muzli Blog,"메타: Weekly inspiration packed with bold portfolios, smart tools, creative trends – and plenty more to explore. / 관찰 소제목: Weekly Designers Update #511 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Naya Studio — Floral Design Studio",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
84,159,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-513/,Weekly Designers Update #513 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #513 | 🏆 Muzli Community Uploads | Tore S. Bentsen — Portfolio | SWANK — Creative Design Concept",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
85,160,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-514/,Weekly Designers Update #514 | Muzli Blog,"메타: Weekly inspiration packed with bold portfolios, smart tools, creative trends – and plenty more to explore. / 관찰 소제목: Weekly Designers Update #514 | 🏆 Muzli Community Uploads | DODD // Website | 🔥 Must-See Design Picks",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
86,229,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,onepagelove.com,onepagelove.com,https://onepagelove.com/flex-digital,Flex Digital — One Page Website Award,"메타: Good breathing room in this One Page portfolio for Flex Digital. / 관찰 소제목: Flex Digital | Similar One Page Websites | Framer - Build better sites, faster | SimpleSketche",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
87,231,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,onepagelove.com,onepagelove.com,https://onepagelove.com/frontend-supply,Frontend Supply™ — One Page Website Award,"메타: Neat One Page portfolio for Frontend Supply, a frontend-subscription service for startups, led by Doğukan. / 관찰 소제목: Frontend Supply™ | Similar One Page Websites | Framer - Build better sites, faster | SimpleSketche",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
88,39,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Awwwards,awwwards.com,https://www.awwwards.com/sites/longbow,Longbow - Awwwards SOTD,"Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: animation, typography, clean",모션·전환 | 미니멀·편집,"미니멀, clean, typography",5,10,10,1,fallback support,채택
89,664,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/09/building-an-interactive-wave-propagation-cube-grid-with-three-js/,Building an Interactive Wave Propagation Cube Grid with Three.js,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, interactive, minimal, grid",공유 원근·깊이 | 모션·전환 | 미니멀·편집,"minimal, 미니멀",5,10,10,2,fallback support,채택
90,658,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Codrops,tympanus.net,https://tympanus.net/codrops/2026/06/29/inside-bisous-designing-an-editorial-experience-for-cinematic-cgi/,Inside Bisous: Designing an Editorial Experience for Cinematic CGI,"A behind-the-scenes look at how editorial composition, purposeful motion, and minimalist design create a portfolio that lets cinematic CGI take the spotlight.",모션 / 건축·에디토리얼,"minimal, editorial, 에디토리얼",4,10,10,1,fallback support,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
91,585,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/24/from-flat-to-spatial-creating-a-3d-product-grid-with-react-three-fiber/,From Flat to Spatial: Creating a 3D Product Grid with React Three Fiber,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: spatial, 3d, animation, grid, performance",공유 원근·깊이 | 모션·전환 | 미니멀·편집 | 성능·접근성,"미니멀, 접근성",5,10,10,2,fallback support,채택
92,593,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/05/inside-corentin-bernadous-portfolio-swiss-inspired-layouts-webgl-geometry-and-thoughtful-motion/,"Inside Corentin Bernadou’s Portfolio: Swiss-Inspired Layouts, WebGL Geometry, and Thoughtful Motion","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, motion, editorial, portfolio",공유 원근·깊이 | 모션·전환 | 미니멀·편집,"미니멀, editorial",5,10,10,2,fallback support,채택
93,675,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/27/between-print-and-digital-the-making-of-mersis-website/,Between Print and Digital: The Making of MERSI’s Website,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, architectural, motion, interactive, editorial, quiet",공유 원근·깊이 | 모션·전환 | 미니멀·편집,"미니멀, editorial",5,10,10,2,fallback support,채택
94,16,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Awwwards,awwwards.com,https://www.awwwards.com/sites/crxtianhub-portfolio,CRXTIANHUB — PORTFOLIO - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: portfolio,미니멀·편집,"미니멀, 여백",5,10,10,1,fallback support,보조 채택
95,71,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,figma.com,figma.com,https://www.figma.com/blog/introducing-figma-sites/,Publish Your Designs On The Web With Figma Sites | Figma Blog,"메타: Today, we’re launching Figma Sites, an all-in-one tool for you to design and build custom, responsive websites. / 관찰 소제목: Featured Topics | News | Design systems | Explore topics",큐레이션·시각 위계,"큐레이션, 시각 위계",3,10,10,1,fallback support,검토
96,73,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,figma.com,figma.com,https://www.figma.com/community/file/1524448265587210925/figmastica-free-1-0,Figmastica FREE 1.0 | Figma,메타: 👉 30+ Variants of Components 👉 3800+ All components 👉 20+ Sections & blocks 👉 30+ Text styles 👉 60+ Variables 👉 50+ Design tokens 👉 Autolayout 4.0+Variants Available for everyone! ,큐레이션·시각 위계,"큐레이션, 시각 위계",3,10,10,1,fallback support,검토
97,74,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,figma.com,figma.com,https://www.figma.com/prototyping/,Free Prototyping Tool: Build Interactive Prototype Designs | Figma,메타: Use our free online prototyping tool to build realistic experiences in one live file to ensure your designs are always up to date. / 관찰 소제목: What you can do in figma | Explore all products | Additional product resources | Use cases,큐레이션·시각 위계,"큐레이션, 시각 위계",3,10,10,1,fallback support,검토
98,75,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,figma.com,figma.com,https://www.figma.com/resource-library/ai-website-examples/,"29 AI Website Examples for SaaS, E-commerce, + More | Figma","메타: Explore 29 AI website examples across industries like SaaS, tech, and retail. See how AI handles complex hierarchy and use these files to start your Web design. / 관찰 소제목: What you can do in figma | Explore all products | Additional product resources | Use cases",큐레이션·시각 위계,"큐레이션, 시각 위계",3,10,10,1,fallback support,검토
99,189,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-543/,Weekly Designers Update #543 | Muzli Blog,"메타: Muzli Weekly: The cutting edge of design, from viral portfolios to the next generation of AI-powered tools. Discover the projects and products shaping... / 관찰 소제목: Weekly Designers Update #543 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | SuperSkills",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
100,193,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-547/,Weekly Designers Update #547 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #547 | 🔥 Must-See Design Picks | Inertia Studios | Arnaud Rocca — Portfolio",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
101,236,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,onepagelove.com,onepagelove.com,https://onepagelove.com/hebbia,Hebbia — One Page Website Award,"메타: Unique elements and creative ideas throughout this One Page portfolio for Hebbia Design Studio. / 관찰 소제목: Hebbia | Similar One Page Websites | Framer - Build better sites, faster | SimpleSketche",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
102,243,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,onepagelove.com,onepagelove.com,https://onepagelove.com/landmark,Landmark — One Page Website Award,"메타: Smart One Pager (built using WordPress) for Landmark, showcasing their real estate services and property portfolio. Big domain this (alre.com) – Landmark is the operating brand of  / 관찰 소제목: Landmark | Similar One Page Websites | Framer - Build better sites, faster | SimpleSketche",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
103,248,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,onepagelove.com,onepagelove.com,https://onepagelove.com/marina-rachello,Marina Rachello — One Page Website Award,"메타: Vibrant, bold type throughout this One Page portfolio for visual designer, Marina Rachello. / 관찰 소제목: Marina Rachello | Similar One Page Websites | Framer - Build better sites, faster | SimpleSketche",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
104,251,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,onepagelove.com,onepagelove.com,https://onepagelove.com/matthew-chudnovski,Matthew Chudnovski — One Page Website Award,"메타: Fun touch with the audio commentary function, within this One Page portfolio for marketing and creative director, Matthew Chudnovski. Also note how he loads up projects (via footer / 관찰 소제목: Matthew Chudnovski | Similar One Page Websites | Framer - Build better sites, faster | SimpleSketche",미니멀·에디토리얼 위계,"미니멀, 에디토리얼, 여백",4,10,10,1,fallback support,검토
105,587,679-row verified ledger reclassification,C,중앙 1개만 교체·크로스페이드,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/26/building-async-page-transitions-in-vanilla-javascript/,Building Async Page Transitions in Vanilla JavaScript,"Learn how to build a lightweight SPA router with true async crossfade page transitions using Vanilla JavaScript, GSAP, and Vite — no framework required.",모션,"fade, crossfade",4,10,10,1,fallback support,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
106,285,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2011/01/03/parallax-slider/,Parallax Slider with jQuery | Codrops,"개별 페이지의 title·meta·공개 본문에서 확인된 키워드: perspective, depth, 3d, webgl, clip, window, slider, slideshow, horizontal, animation, motion, transition, scroll, portfolio, grid, performance",공유 원근·깊이 | 레이어·마스크 | 캐러셀·순환 | 모션·전환 | 미니멀·편집 | 성능·접근성,"3d, webgl, perspective, depth, slider, parallax",5,6,7,8,comparative evidence,채택
107,595,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/09/building-a-scroll-reactive-3d-gallery-with-three-js-velocity-and-mood-based-backgrounds/,"Building a Scroll-Reactive 3D Gallery with Three.js, Velocity, and Mood-Based Backgrounds","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, 3d, webgl, three.js, layer, layered, gallery, motion, scroll",공유 원근·깊이 | 레이어·마스크 | 캐러셀·순환 | 모션·전환,"3d, webgl, depth, layered",5,5,6,8,comparative evidence,채택
108,420,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/03/03/css-meets-voxel-art-building-a-rendering-engine-with-stacked-grids/,CSS Meets Voxel Art: Building a Rendering Engine with Stacked Grids,"Learn how transforms, perspective, and stacked grids can create a fully addressable 3D space and push the boundaries of what’s possible with pure CSS.",공간 깊이,"stack, 3d, perspective",5,6,6,8,comparative evidence,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
109,535,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/21/one-canvas-to-rule-them-all-how-ink-games-new-site-handles-complex-3d/,One Canvas to Rule Them All: How INK Games’ New Site Handles Complex 3D,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, layer, layered, animation, scroll",공유 원근·깊이 | 레이어·마스크 | 모션·전환,"3d, webgl, layered",5,5,6,8,comparative evidence,채택
110,619,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2026/04/20/interactive-storytelling-for-the-web-building-immersive-stories-with-timelines-3d-and-layered-scenes/,"Interactive Storytelling for the Web: Building Immersive Stories with Timelines, 3D, and Layered Scenes","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, layer, layered, motion, interaction, interactive",공유 원근·깊이 | 레이어·마스크 | 모션·전환,"3d, layered, immersive",5,5,6,8,comparative evidence,채택
111,533,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/19/how-to-build-cinematic-3d-scroll-experiences-with-gsap/,How to Build Cinematic 3D Scroll Experiences with GSAP,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, three.js, immersive, motion, scroll, gsap",공유 원근·깊이 | 모션·전환,"3d, webgl, immersive",5,5,6,8,comparative evidence,채택
112,208,679-row verified ledger reclassification,D,겹침 스택,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-562/,Weekly Designers Update #562 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #562 | 🔥 Must-See Design Picks | Noomo Showcase — Immersive 3D & WebGL Work | VERO",3D·공간 깊이,"3d, webgl, immersive",4,5,6,8,comparative evidence,검토
113,13,679-row verified ledger reclassification,D,겹침 스택,Awwwards,awwwards.com,https://www.awwwards.com/sites/ciao-energy-launch-website,CIAO ENERGY - LAUNCH WEBSITE - Awwwards SOTD,"Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 3d, three.js, immersive, interactive",공유 원근·깊이 | 모션·전환,"3d, immersive",5,5,6,8,comparative evidence,채택
114,89,679-row verified ledger reclassification,D,겹침 스택,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-443/,Weekly Designers Update #443 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #443 | Web design inspiration | Add depth and illusion to sites on Wix Studio | Metalab | We Make Interfaces",3D·공간 깊이,"3d, depth",3,6,6,8,comparative evidence,검토
115,130,679-row verified ledger reclassification,D,겹침 스택,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-484/,Weekly Designers Update #484 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #484 | From Muzli Picks | Immersive Garden | Your Creative | Award Winning Melbourne Digital & Design Agency",3D·공간 깊이,"3d, immersive",3,5,6,8,comparative evidence,검토
116,143,679-row verified ledger reclassification,D,겹침 스택,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-497/,Weekly Designers Update #497 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #497 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Altermind — Immersive Design at Its Best",3D·공간 깊이,"3d, immersive",3,5,6,8,comparative evidence,검토
117,147,679-row verified ledger reclassification,D,겹침 스택,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-501/,Weekly Designers Update #501 | Muzli Blog,"메타: Weekly inspiration featuring futuristic portfolios, smart tools, and creative design twists. / 관찰 소제목: Weekly Designers Update #501 | 🔥 Must-See Design Picks | UI8 Studio | Kode Immersive",3D·공간 깊이,"3d, immersive",3,5,6,8,comparative evidence,검토
118,148,679-row verified ledger reclassification,D,겹침 스택,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-502/,Weekly Designers Update #502 | Muzli Blog,"메타: Weekly inspiration packed with bold portfolios, smart tools, creative trends – and plenty more to explore. / 관찰 소제목: Weekly Designers Update #502 | 🔥 Must-See Design Picks | Valentime: A Cinematic Scroll Journey with Immersive 3D Design | Aurelien Vigne: A Playable Portfolio in a 3D Theater World",3D·공간 깊이,"3d, immersive",3,5,6,8,comparative evidence,검토
119,34,679-row verified ledger reclassification,D,겹침 스택,Awwwards,awwwards.com,https://www.awwwards.com/sites/kettal-com,kettal.com - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive,공유 원근·깊이,immersive,4,5,6,8,comparative evidence,채택
120,46,679-row verified ledger reclassification,D,겹침 스택,Awwwards,awwwards.com,https://www.awwwards.com/sites/no-art,No Art - Awwwards Honorable Mention,"Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive, interactive",공유 원근·깊이 | 모션·전환,immersive,4,5,6,8,comparative evidence,채택
121,47,679-row verified ledger reclassification,D,겹침 스택,Awwwards,awwwards.com,https://www.awwwards.com/sites/noomo-showcase,Noomo Showcase - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive,공유 원근·깊이,immersive,4,5,6,8,comparative evidence,채택
122,50,679-row verified ledger reclassification,D,겹침 스택,Awwwards,awwwards.com,https://www.awwwards.com/sites/oobe-xr,Oobe-Xr - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive,공유 원근·깊이,immersive,4,5,6,8,comparative evidence,채택
