id,source,domain,url,title,observable_pattern,evidence,decision,reason,verification
74,Codrops,tympanus.net,https://tympanus.net/codrops/2013/02/27/image-techniques-for-creating-depth-in-web-design/,Image Techniques for Creating Depth in Web Design | Codrops,공유 원근·깊이 | 레이어·마스크 | 모션·전환 | 미니멀·편집 | 성능·접근성,"개별 페이지의 title·meta·공개 본문에서 확인된 키워드: perspective, depth, 3d, webgl, layer, clip, window, animation, motion, transition, scroll, portfolio, grid, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",개별 문서 페이지 본문 수신 성공
75,Codrops,tympanus.net,https://tympanus.net/codrops/2011/01/03/parallax-slider/,Parallax Slider with jQuery | Codrops,공유 원근·깊이 | 레이어·마스크 | 캐러셀·순환 | 모션·전환 | 미니멀·편집 | 성능·접근성,"개별 페이지의 title·meta·공개 본문에서 확인된 키워드: perspective, depth, 3d, webgl, clip, window, slider, slideshow, horizontal, animation, motion, transition, scroll, portfolio, grid, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",개별 문서 페이지 본문 수신 성공
76,Codrops,tympanus.net,https://tympanus.net/codrops/2012/04/30/fluid-css3-slideshow-with-parallax-effect/,Fluid CSS3 Slideshow with Parallax Effect | Codrops,공유 원근·깊이 | 레이어·마스크 | 캐러셀·순환 | 모션·전환 | 미니멀·편집 | 성능·접근성,"개별 페이지의 title·meta·공개 본문에서 확인된 키워드: depth, 3d, webgl, three.js, clip, reveal, window, carousel, slider, slideshow, animation, transition, scroll, interaction, portfolio, grid, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",개별 문서 페이지 본문 수신 성공
77,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/28/the-never-ending-story-building-a-seamless-infinite-scroll-experience-with-gsap-lenis/,The Never Ending Story: Building a Seamless Infinite Scroll Experience with GSAP & Lenis,공유 원근·깊이 | 레이어·마스크 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, layer, layered, infinite, scroll, gsap, parallax",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
78,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/09/building-a-scroll-reactive-3d-gallery-with-three-js-velocity-and-mood-based-backgrounds/,"Building a Scroll-Reactive 3D Gallery with Three.js, Velocity, and Mood-Based Backgrounds",공유 원근·깊이 | 레이어·마스크 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, 3d, webgl, three.js, layer, layered, gallery, motion, scroll",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
79,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/02/building-a-scroll-revealed-webgl-gallery-with-gsap-three-js-astro-and-barba-js/,"Building a Scroll-Revealed WebGL Gallery with GSAP, Three.js, Astro and Barba.js",공유 원근·깊이 | 레이어·마스크 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, reveal, gallery, transition, scroll, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
80,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/30/building-an-infinite-gsap-scroll-gallery-with-parallax-and-flip-transitions/,Building an Infinite GSAP Scroll Gallery with Parallax and Flip Transitions,레이어·마스크 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: reveal, gallery, infinite, animation, transition, scroll, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
81,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/15/the-architecture-behind-trionn-coordinating-gsap-three-js-lenis-and-web-audio/,"The Architecture Behind Trionn: Coordinating GSAP, Three.js, Lenis, and Web Audio",공유 원근·깊이 | 레이어·마스크 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, architecture, layer, animation, interaction, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
82,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/10/the-sleepers-creating-an-atmospheric-webgl-experience-with-lightweight-techniques/,The Sleepers: Creating an Atmospheric WebGL Experience with Lightweight Techniques,공유 원근·깊이 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, infinite, transition",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
83,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/07/building-a-scroll-driven-3d-gallery-using-a-blender-camera-path-with-three-js-and-gsap/,Building a Scroll-Driven 3D Gallery Using a Blender Camera Path with Three.js and GSAP,공유 원근·깊이 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, gallery, scroll, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
84,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/26/building-a-scroll-driven-3d-cube-gallery-in-webflow-with-gsap/,Building a Scroll-Driven 3D Cube Gallery in Webflow with GSAP,공유 원근·깊이 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, gallery, animation, scroll, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
85,Codrops,tympanus.net,https://tympanus.net/codrops/2026/04/21/false-earth-from-webgl-limits-to-a-webgpu-driven-world/,False Earth: From WebGL Limits to a WebGPU-Driven World,공유 원근·깊이 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, infinite, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
86,Codrops,tympanus.net,https://tympanus.net/codrops/2026/04/20/interactive-storytelling-for-the-web-building-immersive-stories-with-timelines-3d-and-layered-scenes/,"Interactive Storytelling for the Web: Building Immersive Stories with Timelines, 3D, and Layered Scenes",공유 원근·깊이 | 레이어·마스크 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, layer, layered, motion, interaction, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
87,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/04/webgl-for-designers-creating-interactive-shader-driven-graphics-directly-in-the-browser/,"WebGL for Designers: Creating Interactive, Shader-Driven Graphics Directly in the Browser",공유 원근·깊이 | 레이어·마스크 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, layer, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
88,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/19/creating-a-smooth-horizontal-parallax-gallery-from-dom-to-webgl/,Creating a Smooth Horizontal Parallax Gallery: From DOM to WebGL,공유 원근·깊이 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, gallery, horizontal, parallax",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
89,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/17/reactive-depth-building-a-scroll-driven-3d-image-tube-with-react-three-fiber/,Reactive Depth: Building a Scroll-Driven 3D Image Tube with React Three Fiber,공유 원근·깊이 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, 3d, infinite, loop, motion, scroll",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
90,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/26/creating-wavy-infinite-carousels-in-react-three-fiber-with-glsl-shaders/,Creating Wavy Infinite Carousels in React Three Fiber with GLSL Shaders,공유 원근·깊이 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, carousel, infinite, scroll",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
91,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/21/one-canvas-to-rule-them-all-how-ink-games-new-site-handles-complex-3d/,One Canvas to Rule Them All: How INK Games’ New Site Handles Complex 3D,공유 원근·깊이 | 레이어·마스크 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, layer, layered, animation, scroll",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
92,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/29/building-a-layered-zoom-scroll-effect-with-gsap-scrollsmoother-and-scrolltrigger/,Building a Layered Zoom Scroll Effect with GSAP ScrollSmoother and ScrollTrigger,공유 원근·깊이 | 레이어·마스크 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, layer, layered, animation, scroll, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
93,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/08/how-to-animate-webgl-shaders-with-gsap-ripples-reveals-and-dynamic-blur-effects/,"How to Animate WebGL Shaders with GSAP: Ripples, Reveals, and Dynamic Blur Effects",공유 원근·깊이 | 레이어·마스크 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, reveal, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
94,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/03/fluid-worlds-and-layered-visions-tomoya-okadas-digital-craft/,Fluid Worlds and Layered Visions: Tomoya Okada’s Digital Craft,공유 원근·깊이 | 레이어·마스크 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, layer, layered, motion",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
95,Codrops,tympanus.net,https://tympanus.net/codrops/2025/08/28/interactive-video-projection-mapping-with-three-js/,Interactive Video Projection Mapping with Three.js,공유 원근·깊이 | 레이어·마스크 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, mask, motion, interactive, grid",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
96,Codrops,tympanus.net,https://tympanus.net/codrops/2025/05/07/on-scroll-3d-carousel/,On-Scroll 3D Carousel,공유 원근·깊이 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, carousel, animation, scroll",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
97,Codrops,tympanus.net,https://tympanus.net/codrops/2025/04/21/mastering-carousels-with-gsap-from-basics-to-advanced-animation/,Mastering Carousels with GSAP: From Basics to Advanced Animation,공유 원근·깊이 | 캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, carousel, animation, scroll, interaction, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
98,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/27/between-print-and-digital-the-making-of-mersis-website/,Between Print and Digital: The Making of MERSI’s Website,공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, architectural, motion, interactive, editorial, quiet",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
99,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/23/building-cerebrium-making-serverless-infrastructure-tangible/,Building Cerebrium: Making Serverless Infrastructure Tangible,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
100,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/22/building-ridgeline-engineering-a-real-time-3d-experience-in-webflow/,Building Ridgeline: Engineering a Real-Time 3D Experience in Webflow,공유 원근·깊이 | 모션·전환 | 성능·접근성,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, architectural, animation, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
101,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/21/magnetic-commerce-building-the-dash-creative-website/,Magnetic Commerce: Building the Dash Creative Website,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, interaction",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
102,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/17/zero-the-engineering-behind-a-defiant-interactive-narrative/,ZERO: The Engineering Behind a Defiant Interactive Narrative,공유 원근·깊이 | 모션·전환 | 성능·접근성,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, immersive, scroll, interactive, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
103,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/13/where-stories-become-interactive-worlds-how-makemepulse-brings-ideas-to-life-across-web-xr-and-beyond/,"Where Stories Become Interactive Worlds: How makemepulse Brings Ideas to Life Across Web, XR, and Beyond",공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
104,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/09/building-an-interactive-wave-propagation-cube-grid-with-three-js/,Building an Interactive Wave Propagation Cube Grid with Three.js,공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, interactive, minimal, grid",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
105,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/08/ten-years-away-designing-an-interactive-comic-for-studio375s-tenth-anniversary/,Ten Years Away: Designing an Interactive Comic for Studio375’s Tenth Anniversary,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, scroll, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
106,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/01/sculpting-a-digital-athlete-capturing-stefanos-tsitsipas-beyond-the-court/,Sculpting a Digital Athlete: Capturing Stefanos Tsitsipas Beyond the Court,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, animation",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
107,Codrops,tympanus.net,https://tympanus.net/codrops/2026/06/18/exploring-3d-image-rotations-on-scroll/,Exploring 3D Image Rotations on Scroll,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, scroll",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
108,Codrops,tympanus.net,https://tympanus.net/codrops/2026/06/11/sketching-the-impossible-a-3d-portfolio-built-without-a-single-3d-model/,Sketching the Impossible: A 3D Portfolio Built Without a Single 3D Model,공유 원근·깊이 | 캐러셀·순환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, infinite, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
109,Codrops,tympanus.net,https://tympanus.net/codrops/2026/06/10/building-horeca-advanced-motion-design-in-webflow-without-the-performance-trade-offs/,Building Horeca: Advanced Motion Design in Webflow Without the Performance Trade-Offs,공유 원근·깊이 | 모션·전환 | 성능·접근성,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: architecture, animation, motion, scroll, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
110,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/06/from-shader-uniforms-to-clip-path-wipes-how-gsap-drives-my-portfolio/,From Shader Uniforms to Clip-Path Wipes: How GSAP Drives My Portfolio,레이어·마스크 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: clip, reveal, gsap, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
111,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/02/designing-against-the-gallery-a-two-year-journey-to-a-layered-portfolio-experience/,Designing Against the Gallery: A Two-Year Journey to a Layered Portfolio Experience,레이어·마스크 | 캐러셀·순환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: layer, layered, gallery, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
112,Codrops,tympanus.net,https://tympanus.net/codrops/2026/04/28/more-than-a-portfolio-building-a-scroll-driven-3d-world-with-something-to-say/,More Than a Portfolio: Building a Scroll-Driven 3D World with Something to Say,공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, three.js, scroll, gsap, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
113,Codrops,tympanus.net,https://tympanus.net/codrops/2026/04/24/susurrus-crafting-a-cozy-watercolor-world-with-three-js-and-shaders/,Susurrus: Crafting a Cozy Watercolor World with Three.js and Shaders,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, interaction",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
114,Codrops,tympanus.net,https://tympanus.net/codrops/2026/04/22/a-playful-clip-menu-with-gsaps-easereverse/,A Playful Clip Menu with GSAP’s easeReverse,레이어·마스크 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: clip, animation, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
115,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/31/arnaud-roccas-portfolio-from-a-gsap-powered-motion-system-to-fluid-webgl/,Arnaud Rocca’s Portfolio: From a GSAP-Powered Motion System to Fluid WebGL,공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, motion, transition, interaction, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
116,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/27/pell-mell-crafting-a-visual-exploration-platform-with-editorial-rhythm/,Pell Mell: Crafting a Visual Exploration Platform with Editorial Rhythm,공유 원근·깊이 | 모션·전환 | 미니멀·편집 | 성능·접근성,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, scroll, interaction, editorial, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
117,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/24/digital-craft-wild-soul-building-san-ritas-topographic-web-experience/,"Digital Craft, Wild Soul: Building San Rita’s Topographic Web Experience",공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, motion, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
118,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/23/building-a-dual-scene-fluid-x-ray-reveal-effect-in-three-js/,Building a Dual-Scene Fluid X-Ray Reveal Effect in Three.js,공유 원근·깊이 | 레이어·마스크,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, reveal",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
119,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/18/building-seamless-3d-transitions-with-webflow-gsap-and-three-js/,"Building Seamless 3D Transitions with Webflow, GSAP, and Three.js",공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, transition, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
120,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/11/svg-mask-transitions-on-scroll-with-gsap-and-scrolltrigger/,SVG Mask Transitions on Scroll with GSAP and ScrollTrigger,레이어·마스크 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: mask, reveal, transition, scroll, gsap, grid",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
121,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/05/inside-corentin-bernadous-portfolio-swiss-inspired-layouts-webgl-geometry-and-thoughtful-motion/,"Inside Corentin Bernadou’s Portfolio: Swiss-Inspired Layouts, WebGL Geometry, and Thoughtful Motion",공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, motion, editorial, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
122,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/27/gabriel-norman-from-gaming-culture-to-high-end-interactive-experiences/,Gabriel Norman: From Gaming Culture to High-End Interactive Experiences,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, motion, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
123,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/24/from-flat-to-spatial-creating-a-3d-product-grid-with-react-three-fiber/,From Flat to Spatial: Creating a 3D Product Grid with React Three Fiber,공유 원근·깊이 | 모션·전환 | 미니멀·편집 | 성능·접근성,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: spatial, 3d, animation, grid, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
124,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/23/composite-rendering-the-brilliance-behind-inspiring-webgl-transitions/,Composite Rendering: The Brilliance Behind Inspiring WebGL Transitions,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, transition",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
125,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/18/joffrey-spitzer-portfolio-a-minimalist-astro-gsap-build-with-reveals-flip-transitions-and-subtle-motion/,"Joffrey Spitzer Portfolio: A Minimalist Astro + GSAP Build with Reveals, Flip Transitions and Subtle Motion",레이어·마스크 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: reveal, animation, motion, transition, gsap, minimal, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
126,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/10/building-an-endless-procedural-snake-with-three-js-and-webgl/,Building an Endless Procedural Snake with Three.js and WebGL,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, motion",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
127,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/04/making-motion-behave-inside-vladyslav-penevs-production-ready-interaction-systems/,Making Motion Behave: Inside Vladyslav Penev’s Production-Ready Interaction Systems,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, motion, interaction",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
