id,source,title,URL,observed_pattern,interaction,clarity,motion_cost,accessibility_risk,SMYC_fit,verdict,evidence_confidence,evidence_terms,evidence_basis
75,Codrops,Parallax Slider with jQuery | Codrops,https://tympanus.net/codrops/2011/01/03/parallax-slider/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,"slider, parallax","개별 페이지의 title·meta·공개 본문에서 확인된 키워드: perspective, depth, 3d, webgl, clip, window, slider, slideshow, horizontal, animation, motion, transition, scroll, portfolio, grid, performance"
76,Codrops,Fluid CSS3 Slideshow with Parallax Effect | Codrops,https://tympanus.net/codrops/2012/04/30/fluid-css3-slideshow-with-parallax-effect/,hidden-offstage,활성 템플릿 외 항목은 개구부 밖 또는 마스크 뒤에 완전히 숨기고 전환 시에만 진입,4/5,중간 — 오프스테이지 위치와 마스크 경계의 동기화 필요,중간 — 숨은 항목의 포커스·읽기 순서를 명시적으로 제거해야 함,2/5,조건부 배제,높음,slideshow,"개별 페이지의 title·meta·공개 본문에서 확인된 키워드: depth, 3d, webgl, three.js, clip, reveal, window, carousel, slider, slideshow, animation, transition, scroll, interaction, portfolio, grid, performance"
77,Codrops,The Never Ending Story: Building a Seamless Infinite Scroll Experience with GSAP & Lenis,https://tympanus.net/codrops/2026/05/28/the-never-ending-story-building-a-seamless-infinite-scroll-experience-with-gsap-lenis/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,infinite,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, layer, layered, infinite, scroll, gsap, parallax"
78,Codrops,"Building a Scroll-Reactive 3D Gallery with Three.js, Velocity, and Mood-Based Backgrounds",https://tympanus.net/codrops/2026/03/09/building-a-scroll-reactive-3d-gallery-with-three-js-velocity-and-mood-based-backgrounds/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,gallery,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, 3d, webgl, three.js, layer, layered, gallery, motion, scroll"
79,Codrops,"Building a Scroll-Revealed WebGL Gallery with GSAP, Three.js, Astro and Barba.js",https://tympanus.net/codrops/2026/02/02/building-a-scroll-revealed-webgl-gallery-with-gsap-three-js-astro-and-barba-js/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,gallery,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, reveal, gallery, transition, scroll, gsap"
80,Codrops,Building an Infinite GSAP Scroll Gallery with Parallax and Flip Transitions,https://tympanus.net/codrops/2026/07/30/building-an-infinite-gsap-scroll-gallery-with-parallax-and-flip-transitions/,hidden-offstage,활성 템플릿 외 항목은 개구부 밖 또는 마스크 뒤에 완전히 숨기고 전환 시에만 진입,4/5,중간 — 오프스테이지 위치와 마스크 경계의 동기화 필요,중간 — 숨은 항목의 포커스·읽기 순서를 명시적으로 제거해야 함,2/5,조건부 배제,높음,flip transition,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: reveal, gallery, infinite, animation, transition, scroll, gsap"
81,Codrops,"The Architecture Behind Trionn: Coordinating GSAP, Three.js, Lenis, and Web Audio",https://tympanus.net/codrops/2026/07/15/the-architecture-behind-trionn-coordinating-gsap-three-js-lenis-and-web-audio/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,layer,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, architecture, layer, animation, interaction, gsap"
82,Codrops,The Sleepers: Creating an Atmospheric WebGL Experience with Lightweight Techniques,https://tympanus.net/codrops/2026/07/10/the-sleepers-creating-an-atmospheric-webgl-experience-with-lightweight-techniques/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,중간,infinite,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, infinite, transition"
83,Codrops,Building a Scroll-Driven 3D Gallery Using a Blender Camera Path with Three.js and GSAP,https://tympanus.net/codrops/2026/07/07/building-a-scroll-driven-3d-gallery-using-a-blender-camera-path-with-three-js-and-gsap/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,gallery,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, gallery, scroll, gsap"
84,Codrops,Building a Scroll-Driven 3D Cube Gallery in Webflow with GSAP,https://tympanus.net/codrops/2026/05/26/building-a-scroll-driven-3d-cube-gallery-in-webflow-with-gsap/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,gallery,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, gallery, animation, scroll, gsap"
85,Codrops,False Earth: From WebGL Limits to a WebGPU-Driven World,https://tympanus.net/codrops/2026/04/21/false-earth-from-webgl-limits-to-a-webgpu-driven-world/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,중간,infinite,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, infinite, interactive"
86,Codrops,"Interactive Storytelling for the Web: Building Immersive Stories with Timelines, 3D, and Layered Scenes",https://tympanus.net/codrops/2026/04/20/interactive-storytelling-for-the-web-building-immersive-stories-with-timelines-3d-and-layered-scenes/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,"layered, layer, 3d, immersive","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, layer, layered, motion, interaction, interactive"
87,Codrops,"WebGL for Designers: Creating Interactive, Shader-Driven Graphics Directly in the Browser",https://tympanus.net/codrops/2026/03/04/webgl-for-designers-creating-interactive-shader-driven-graphics-directly-in-the-browser/,center-only-fade,중앙 프레임 한 곳에서 콘텐츠를 교체하며 비활성 항목은 opacity로 제거,5/5,낮음 — opacity와 짧은 위치 보정만 필요,낮음 — DOM 활성 상태와 aria-live만 정리하면 됨,3/5,보조안,높음,shader,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, layer, interactive"
88,Codrops,Creating a Smooth Horizontal Parallax Gallery: From DOM to WebGL,https://tympanus.net/codrops/2026/02/19/creating-a-smooth-horizontal-parallax-gallery-from-dom-to-webgl/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,"horizontal, parallax, gallery","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, gallery, horizontal, parallax"
89,Codrops,Reactive Depth: Building a Scroll-Driven 3D Image Tube with React Three Fiber,https://tympanus.net/codrops/2026/02/17/reactive-depth-building-a-scroll-driven-3d-image-tube-with-react-three-fiber/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,"3d, depth, tube","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, 3d, infinite, loop, motion, scroll"
90,Codrops,Creating Wavy Infinite Carousels in React Three Fiber with GLSL Shaders,https://tympanus.net/codrops/2025/11/26/creating-wavy-infinite-carousels-in-react-three-fiber-with-glsl-shaders/,center-only-fade,중앙 프레임 한 곳에서 콘텐츠를 교체하며 비활성 항목은 opacity로 제거,5/5,낮음 — opacity와 짧은 위치 보정만 필요,낮음 — DOM 활성 상태와 aria-live만 정리하면 됨,3/5,보조안,높음,shader,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, carousel, infinite, scroll"
91,Codrops,One Canvas to Rule Them All: How INK Games’ New Site Handles Complex 3D,https://tympanus.net/codrops/2025/11/21/one-canvas-to-rule-them-all-how-ink-games-new-site-handles-complex-3d/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, layer, layered, animation, scroll"
92,Codrops,Building a Layered Zoom Scroll Effect with GSAP ScrollSmoother and ScrollTrigger,https://tympanus.net/codrops/2025/10/29/building-a-layered-zoom-scroll-effect-with-gsap-scrollsmoother-and-scrolltrigger/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,"layered, layer","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, layer, layered, animation, scroll, gsap"
93,Codrops,"How to Animate WebGL Shaders with GSAP: Ripples, Reveals, and Dynamic Blur Effects",https://tympanus.net/codrops/2025/10/08/how-to-animate-webgl-shaders-with-gsap-ripples-reveals-and-dynamic-blur-effects/,center-only-fade,중앙 프레임 한 곳에서 콘텐츠를 교체하며 비활성 항목은 opacity로 제거,5/5,낮음 — opacity와 짧은 위치 보정만 필요,낮음 — DOM 활성 상태와 aria-live만 정리하면 됨,3/5,보조안,높음,"blur, shader","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, reveal, gsap"
94,Codrops,Fluid Worlds and Layered Visions: Tomoya Okada’s Digital Craft,https://tympanus.net/codrops/2025/10/03/fluid-worlds-and-layered-visions-tomoya-okadas-digital-craft/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,"layered, layer","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, layer, layered, motion"
95,Codrops,Interactive Video Projection Mapping with Three.js,https://tympanus.net/codrops/2025/08/28/interactive-video-projection-mapping-with-three-js/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,projection,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, mask, motion, interactive, grid"
96,Codrops,On-Scroll 3D Carousel,https://tympanus.net/codrops/2025/05/07/on-scroll-3d-carousel/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,carousel,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, carousel, animation, scroll"
97,Codrops,Mastering Carousels with GSAP: From Basics to Advanced Animation,https://tympanus.net/codrops/2025/04/21/mastering-carousels-with-gsap-from-basics-to-advanced-animation/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,carousel,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, carousel, animation, scroll, interaction, gsap"
98,Codrops,Between Print and Digital: The Making of MERSI’s Website,https://tympanus.net/codrops/2026/07/27/between-print-and-digital-the-making-of-mersis-website/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,immersive,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, architectural, motion, interactive, editorial, quiet"
99,Codrops,Building Cerebrium: Making Serverless Infrastructure Tangible,https://tympanus.net/codrops/2026/07/23/building-cerebrium-making-serverless-infrastructure-tangible/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, interactive"
100,Codrops,Building Ridgeline: Engineering a Real-Time 3D Experience in Webflow,https://tympanus.net/codrops/2026/07/22/building-ridgeline-engineering-a-real-time-3d-experience-in-webflow/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, architectural, animation, performance"
101,Codrops,Magnetic Commerce: Building the Dash Creative Website,https://tympanus.net/codrops/2026/07/21/magnetic-commerce-building-the-dash-creative-website/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, interaction"
102,Codrops,ZERO: The Engineering Behind a Defiant Interactive Narrative,https://tympanus.net/codrops/2026/07/17/zero-the-engineering-behind-a-defiant-interactive-narrative/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,immersive,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, immersive, scroll, interactive, performance"
103,Codrops,"Where Stories Become Interactive Worlds: How makemepulse Brings Ideas to Life Across Web, XR, and Beyond",https://tympanus.net/codrops/2026/07/13/where-stories-become-interactive-worlds-how-makemepulse-brings-ideas-to-life-across-web-xr-and-beyond/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,immersive,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, interactive"
104,Codrops,Building an Interactive Wave Propagation Cube Grid with Three.js,https://tympanus.net/codrops/2026/07/09/building-an-interactive-wave-propagation-cube-grid-with-three-js/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,cube,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, interactive, minimal, grid"
105,Codrops,Ten Years Away: Designing an Interactive Comic for Studio375’s Tenth Anniversary,https://tympanus.net/codrops/2026/07/08/ten-years-away-designing-an-interactive-comic-for-studio375s-tenth-anniversary/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, scroll, interactive"
106,Codrops,Sculpting a Digital Athlete: Capturing Stefanos Tsitsipas Beyond the Court,https://tympanus.net/codrops/2026/07/01/sculpting-a-digital-athlete-capturing-stefanos-tsitsipas-beyond-the-court/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, animation"
107,Codrops,Exploring 3D Image Rotations on Scroll,https://tympanus.net/codrops/2026/06/18/exploring-3d-image-rotations-on-scroll/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, scroll"
108,Codrops,Sketching the Impossible: A 3D Portfolio Built Without a Single 3D Model,https://tympanus.net/codrops/2026/06/11/sketching-the-impossible-a-3d-portfolio-built-without-a-single-3d-model/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, infinite, portfolio"
109,Codrops,Building Horeca: Advanced Motion Design in Webflow Without the Performance Trade-Offs,https://tympanus.net/codrops/2026/06/10/building-horeca-advanced-motion-design-in-webflow-without-the-performance-trade-offs/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: architecture, animation, motion, scroll, performance"
110,Codrops,From Shader Uniforms to Clip-Path Wipes: How GSAP Drives My Portfolio,https://tympanus.net/codrops/2026/05/06/from-shader-uniforms-to-clip-path-wipes-how-gsap-drives-my-portfolio/,center-only-fade,중앙 프레임 한 곳에서 콘텐츠를 교체하며 비활성 항목은 opacity로 제거,5/5,낮음 — opacity와 짧은 위치 보정만 필요,낮음 — DOM 활성 상태와 aria-live만 정리하면 됨,3/5,보조안,높음,shader,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: clip, reveal, gsap, portfolio"
111,Codrops,Designing Against the Gallery: A Two-Year Journey to a Layered Portfolio Experience,https://tympanus.net/codrops/2026/05/02/designing-against-the-gallery-a-two-year-journey-to-a-layered-portfolio-experience/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,gallery,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: layer, layered, gallery, portfolio"
112,Codrops,More Than a Portfolio: Building a Scroll-Driven 3D World with Something to Say,https://tympanus.net/codrops/2026/04/28/more-than-a-portfolio-building-a-scroll-driven-3d-world-with-something-to-say/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, three.js, scroll, gsap, portfolio"
113,Codrops,Susurrus: Crafting a Cozy Watercolor World with Three.js and Shaders,https://tympanus.net/codrops/2026/04/24/susurrus-crafting-a-cozy-watercolor-world-with-three-js-and-shaders/,center-only-fade,중앙 프레임 한 곳에서 콘텐츠를 교체하며 비활성 항목은 opacity로 제거,5/5,낮음 — opacity와 짧은 위치 보정만 필요,낮음 — DOM 활성 상태와 aria-live만 정리하면 됨,3/5,보조안,높음,shader,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, interaction"
114,Codrops,A Playful Clip Menu with GSAP’s easeReverse,https://tympanus.net/codrops/2026/04/22/a-playful-clip-menu-with-gsaps-easereverse/,hidden-offstage,활성 템플릿 외 항목은 개구부 밖 또는 마스크 뒤에 완전히 숨기고 전환 시에만 진입,4/5,중간 — 오프스테이지 위치와 마스크 경계의 동기화 필요,중간 — 숨은 항목의 포커스·읽기 순서를 명시적으로 제거해야 함,2/5,조건부 배제,높음,clip,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: clip, animation, gsap"
115,Codrops,Arnaud Rocca’s Portfolio: From a GSAP-Powered Motion System to Fluid WebGL,https://tympanus.net/codrops/2026/03/31/arnaud-roccas-portfolio-from-a-gsap-powered-motion-system-to-fluid-webgl/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, motion, transition, interaction, portfolio"
116,Codrops,Pell Mell: Crafting a Visual Exploration Platform with Editorial Rhythm,https://tympanus.net/codrops/2026/03/27/pell-mell-crafting-a-visual-exploration-platform-with-editorial-rhythm/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,immersive,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, scroll, interaction, editorial, performance"
117,Codrops,"Digital Craft, Wild Soul: Building San Rita’s Topographic Web Experience",https://tympanus.net/codrops/2026/03/24/digital-craft-wild-soul-building-san-ritas-topographic-web-experience/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,"3d, immersive","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, motion, portfolio"
118,Codrops,Building a Dual-Scene Fluid X-Ray Reveal Effect in Three.js,https://tympanus.net/codrops/2026/03/23/building-a-dual-scene-fluid-x-ray-reveal-effect-in-three-js/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, reveal"
119,Codrops,"Building Seamless 3D Transitions with Webflow, GSAP, and Three.js",https://tympanus.net/codrops/2026/03/18/building-seamless-3d-transitions-with-webflow-gsap-and-three-js/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, transition, gsap"
120,Codrops,SVG Mask Transitions on Scroll with GSAP and ScrollTrigger,https://tympanus.net/codrops/2026/03/11/svg-mask-transitions-on-scroll-with-gsap-and-scrolltrigger/,hidden-offstage,활성 템플릿 외 항목은 개구부 밖 또는 마스크 뒤에 완전히 숨기고 전환 시에만 진입,4/5,중간 — 오프스테이지 위치와 마스크 경계의 동기화 필요,중간 — 숨은 항목의 포커스·읽기 순서를 명시적으로 제거해야 함,2/5,조건부 배제,높음,mask,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: mask, reveal, transition, scroll, gsap, grid"
121,Codrops,"Inside Corentin Bernadou’s Portfolio: Swiss-Inspired Layouts, WebGL Geometry, and Thoughtful Motion",https://tympanus.net/codrops/2026/03/05/inside-corentin-bernadous-portfolio-swiss-inspired-layouts-webgl-geometry-and-thoughtful-motion/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, motion, editorial, portfolio"
122,Codrops,Gabriel Norman: From Gaming Culture to High-End Interactive Experiences,https://tympanus.net/codrops/2026/02/27/gabriel-norman-from-gaming-culture-to-high-end-interactive-experiences/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,immersive,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, motion, interactive"
